status,weather,frecventa_hz,tensiune_kv,flux_intrare_mw,flux_iesire_mw,timestamp,station_id,nivel_severitate
1,0,50.0073,400.55,506,489.76,1,VID,0
1,0,50.0044,399.46,499,475.04,1,BCN,0
1,0,49.9903,400.07,494,476.24,1,BRZ,0
1,0,49.9932,400.1,495,471.2,1,ISN,0
1,0,49.9922,399.43,499,482.04,1,TRC,0
1,0,50.0028,399.56,502,479.92,1,ARD,0
1,0,49.9988,400.15,502,482.92,1,IAS,0
1,0,49.9948,400.37,495,478.2,1,BMR,0
1,0,49.9967,399.51,495,478.2,1,ALB,0
1,0,49.997,399.85,505,483.8,1,TLC,0
1,0,50.0042,399.8,489,465.44,1,TGJ,0
1,0,50.0032,399.55,491,470.36,2,BUC,0
1,0,49.9967,399.48,491,471.36,2,CLJ,0
1,0,50.0083,400.98,503,482.88,2,SUC,0
1,0,49.9919,399.11,494,478.24,2,CST,0
1,0,49.9923,399.63,499,482.04,2,TMS,0
1,0,50.0038,399.79,494,478.24,2,PLO,0
1,0,49.9965,400.0,495,473.2,2,CRV,0
1,0,49.9994,399.33,514,492.44,2,BRL,0
1,0,49.9939,399.23,501,478.96,2,BIS,0
1,0,49.9921,399.54,492,468.32,2,ORD,0
1,0,49.992,399.93,499,481.04,2,PIT,0
1,0,50.0061,400.54,492,471.32,2,BCU,0
1,0,50.0019,400.89,497,475.12,2,SLT,0
1,0,50.0037,400.87,488,465.48,2,DRO,0
1,0,49.9966,400.66,492,470.32,2,CAL,0
1,0,50.0091,400.3,499,474.04,2,GAL,0
1,0,49.99,400.36,504,487.84,2,SBU,0
1,0,49.9981,400.06,486,462.56,2,TGM,0
1,0,50.0059,400.0,501,481.96,2,CRN,0
1,0,49.9975,400.68,485,463.6,2,PFR,0
1,0,50.0055,399.61,509,483.64,2,VID,0
1,0,49.9905,399.47,504,485.84,2,BCN,0
1,0,50.0032,399.61,514,491.44,2,BRZ,0
1,0,49.9929,399.67,497,480.12,2,ISN,0
1,0,49.9945,400.91,505,486.8,2,TRC,0
1,0,50.0001,399.35,513,496.48,2,ARD,0
1,0,50.0036,400.43,486,468.56,2,IAS,0
1,0,49.9948,399.05,513,487.48,2,BMR,0
1,0,50.0017,399.65,506,483.76,2,ALB,0
1,0,50.0067,399.09,500,483.0,2,TLC,0
1,0,49.9988,400.11,486,461.56,2,TGJ,0
1,0,49.9924,399.36,498,479.08,3,BUC,0
1,0,50.0053,400.39,501,478.96,3,CLJ,0
1,0,49.9931,399.25,496,475.16,3,SUC,0
1,0,49.995,399.15,509,488.64,3,CST,0
1,0,49.9951,399.73,504,480.84,3,TMS,0
1,0,49.9985,400.25,503,480.88,3,PLO,0
1,0,49.9938,399.23,507,481.72,3,CRV,0
1,0,50.0004,400.9,494,473.24,3,BRL,0
1,0,49.9936,400.54,497,480.12,3,BIS,0
1,0,49.9963,400.38,507,489.72,3,ORD,0
1,0,49.9996,400.35,510,488.6,3,PIT,0
1,0,50.0002,399.61,485,465.6,3,BCU,0
1,0,49.9922,399.44,498,476.08,3,SLT,0
1,0,50.0096,399.36,500,481.0,3,DRO,0
1,0,49.9977,400.04,504,487.84,3,CAL,0
1,0,50.0007,399.06,509,489.64,3,GAL,0
1,0,50.0082,400.97,496,474.16,3,SBU,0
1,0,50.0071,400.74,487,469.52,3,TGM,0
1,0,50.0081,400.41,507,482.72,3,CRN,0
1,0,49.9943,400.94,513,494.48,3,PFR,0
1,0,50.0032,400.28,488,466.48,3,VID,0
1,0,50.0002,400.04,508,485.68,3,BCN,0
1,0,49.9981,400.15,514,491.44,3,BRZ,0
1,0,49.9949,400.14,503,477.88,3,ISN,0
1,0,49.9954,400.17,485,467.6,3,TRC,0
1,0,49.9991,400.19,503,484.88,3,ARD,0
1,0,50.0079,399.35,503,478.88,3,IAS,0
1,0,50.0043,399.19,512,492.52,3,BMR,0
1,0,49.9963,400.27,508,486.68,3,ALB,0
1,0,49.9947,399.67,502,485.92,3,TLC,0
1,0,50.01,400.26,499,474.04,3,TGJ,0
1,0,50.0044,400.82,485,469.6,4,BUC,0
1,0,49.9919,399.75,504,484.84,4,CLJ,0
1,0,50.007,400.17,497,473.12,4,SUC,0
1,0,49.9937,400.56,485,460.6,4,CST,0
1,0,49.9993,400.97,513,487.48,4,TMS,0
1,0,49.9952,400.84,503,477.88,4,PLO,0
1,0,49.9997,399.64,486,465.56,4,CRV,0
1,0,50.0097,400.89,503,478.88,4,BRL,0
1,0,49.993,400.5,503,486.88,4,BIS,0
1,0,50.0087,399.12,503,484.88,4,ORD,0
1,0,50.007,400.84,497,478.12,4,PIT,0
1,0,49.9999,400.72,499,477.04,4,BCU,0
1,0,49.992,399.2,506,489.76,4,SLT,0
1,0,49.9986,399.53,499,476.04,4,DRO,0
1,0,50.0092,400.6,494,478.24,4,CAL,0
1,0,50.0095,400.2,498,476.08,4,GAL,0
1,0,50.0009,399.82,505,485.8,4,SBU,0
1,0,49.9955,400.63,507,482.72,4,TGM,0
1,0,49.9914,399.8,512,487.52,4,CRN,0
1,0,49.9922,399.15,512,495.52,4,PFR,0
1,0,50.0033,399.09,488,471.48,4,VID,0
1,0,50.0031,400.67,497,473.12,4,BCN,0
1,0,50.0076,399.46,485,460.6,4,BRZ,0
1,0,50.0021,399.26,488,463.48,4,ISN,0
1,0,49.998,400.94,494,473.24,4,TRC,0
1,0,49.9929,400.4,507,487.72,4,ARD,0
1,0,50.0035,400.9,488,463.48,4,IAS,0
1,0,49.9901,399.8,510,488.6,4,BMR,0
1,0,50.0049,399.84,497,476.12,4,ALB,0
1,0,49.993,399.9,501,477.96,4,TLC,0
1,0,49.9942,400.48,499,480.04,4,TGJ,0
1,0,50.0005,400.79,504,482.84,5,BUC,0
1,0,50.0052,399.19,514,496.44,5,CLJ,0
1,0,50.0055,400.62,490,468.4,5,SUC,0
1,0,49.9937,399.62,500,476.0,5,CST,0
1,0,50.0014,399.74,496,473.16,5,TMS,0
1,0,50.0035,400.09,488,463.48,5,PLO,0
1,0,49.9977,400.15,492,473.32,5,CRV,0
1,0,49.996,400.78,490,472.4,5,BRL,0
1,0,50.0063,399.96,491,475.36,5,BIS,0
1,0,49.9946,399.78,508,491.68,5,ORD,0
1,0,50.0006,400.43,496,477.16,5,PIT,0
1,0,49.9926,399.63,492,472.32,5,BCU,0
1,0,49.9967,400.41,499,483.04,5,SLT,0
1,0,50.0077,399.36,494,469.24,5,DRO,0
1,0,50.0096,399.9,490,472.4,5,CAL,0
1,0,49.9955,399.22,488,472.48,5,GAL,0
1,0,50.0036,400.0,492,470.32,5,SBU,0
1,0,49.9934,400.11,490,466.4,5,TGM,0
1,0,49.9964,399.2,485,467.6,5,CRN,0
1,0,49.9942,401.0,500,479.0,5,PFR,0
1,0,50.0033,399.59,490,471.4,5,VID,0
1,0,49.9928,399.64,507,483.72,5,BCN,0
1,0,49.9967,399.49,500,483.0,5,BRZ,0
1,0,49.9916,399.39,488,469.48,5,ISN,0
1,0,50.0009,399.23,505,479.8,5,TRC,0
1,0,50.0031,400.32,512,487.52,5,ARD,0
1,0,49.9915,400.27,503,480.88,5,IAS,0
1,0,49.9997,399.63,509,490.64,5,BMR,0
1,0,49.9936,399.5,511,492.56,5,ALB,0
1,0,49.9933,400.24,497,472.12,5,TLC,0
1,0,49.9973,400.6,513,492.48,5,TGJ,0
1,0,49.9958,400.65,501,475.96,6,BUC,0
1,0,49.9928,400.77,488,471.48,6,CLJ,0
1,0,50.0043,399.33,498,479.08,6,SUC,0
1,0,50.0084,399.61,496,478.16,6,CST,0
1,0,50.0082,399.64,512,486.52,6,TMS,0
1,0,50.0086,400.2,497,475.12,6,PLO,0
1,0,50.0006,399.53,504,485.84,6,CRV,0
1,0,49.9998,399.76,499,481.04,6,BRL,0
1,0,49.9989,399.91,511,485.56,6,BIS,0
1,0,49.9946,399.93,508,486.68,6,ORD,0
1,0,50.0036,400.94,508,483.68,6,PIT,0
1,0,50.0032,399.27,506,482.76,6,BCU,0
1,0,49.9964,400.89,485,465.6,6,SLT,0
1,0,50.0037,400.57,507,488.72,6,DRO,0
1,0,50.0012,400.69,494,472.24,6,CAL,0
1,0,50.0047,399.19,497,476.12,6,GAL,0
1,0,49.9996,399.43,511,491.56,6,SBU,0
1,0,49.9925,399.09,489,465.44,6,TGM,0
1,0,50.0013,399.72,492,467.32,6,CRN,0
1,0,50.008,400.22,511,486.56,6,PFR,0
1,0,49.994,400.37,508,482.68,6,VID,0
1,0,50.0053,400.89,486,468.56,6,BCN,0
1,0,50.0003,399.6,497,479.12,6,BRZ,0
1,0,49.9928,399.03,491,467.36,6,ISN,0
1,0,49.9943,399.02,493,476.28,6,TRC,0
1,0,49.9944,399.83,485,467.6,6,ARD,0
1,0,49.9985,399.98,510,490.6,6,IAS,0
1,0,50.0093,399.33,490,472.4,6,BMR,0
1,0,50.0011,400.66,486,466.56,6,ALB,0
1,0,50.0054,400.6,492,467.32,6,TLC,0
1,0,49.9971,399.41,505,481.8,6,TGJ,0
1,0,49.9909,399.76,493,471.28,7,BUC,0
1,0,49.9904,399.29,509,492.64,7,CLJ,0
1,0,50.0036,399.29,492,475.32,7,SUC,0
1,0,49.9929,400.06,496,476.16,7,CST,0
1,0,49.9958,399.84,505,488.8,7,TMS,0
1,0,49.9924,399.36,501,476.96,7,PLO,0
1,0,49.9973,400.51,489,473.44,7,CRV,0
1,0,50.0096,399.8,509,490.64,7,BRL,0
1,0,50.0048,399.16,491,470.36,7,BIS,0
1,0,50.0042,400.7,496,473.16,7,ORD,0
1,0,50.0034,399.88,497,478.12,7,PIT,0
1,0,50.0085,400.9,506,483.76,7,BCU,0
1,0,49.9917,400.3,496,480.16,7,SLT,0
1,0,49.9979,399.97,501,483.96,7,DRO,0
1,0,50.0077,399.44,486,461.56,7,CAL,0
1,0,49.9912,399.66,491,470.36,7,GAL,0
1,0,49.997,400.64,499,483.04,7,SBU,0
1,0,50.0033,400.03,502,485.92,7,TGM,0
1,0,50.0065,400.95,512,493.52,7,CRN,0
1,0,49.9951,399.82,508,484.68,7,PFR,0
1,0,50.0062,400.59,504,485.84,7,VID,0
1,0,49.9956,399.99,508,491.68,7,BCN,0
1,0,50.0089,400.4,508,485.68,7,BRZ,0
1,0,49.9989,399.25,501,476.96,7,ISN,0
1,0,50.0005,400.08,489,464.44,7,TRC,0
1,0,49.9951,399.62,513,490.48,7,ARD,0
1,0,49.9964,400.09,509,488.64,7,IAS,0
1,0,50.0025,399.73,492,476.32,7,BMR,0
1,0,50.0046,399.96,496,473.16,7,ALB,0
1,0,50.0082,399.25,510,484.6,7,TLC,0
1,0,50.0095,399.96,496,480.16,7,TGJ,0
1,0,49.9925,400.36,504,482.84,8,BUC,0
1,0,50.0026,400.86,500,484.0,8,CLJ,0
1,0,49.9958,400.06,497,475.12,8,SUC,0
1,0,49.9918,400.97,486,461.56,8,CST,0
1,0,50.0097,400.36,509,490.64,8,TMS,0
1,0,49.9907,399.26,492,473.32,8,PLO,0
1,0,50.0023,400.52,499,474.04,8,CRV,0
1,0,50.0074,399.15,505,479.8,8,BRL,0
1,0,50.0076,400.27,497,477.12,8,BIS,0
1,0,49.999,400.8,487,470.52,8,ORD,0
1,0,50.0058,399.96,504,481.84,8,PIT,0
1,0,50.003,399.31,503,477.88,8,BCU,0
1,0,49.9949,399.19,505,485.8,8,SLT,0
1,0,49.9922,399.07,500,480.0,8,DRO,0
1,0,50.0074,400.6,509,488.64,8,CAL,0
1,0,50.0009,399.87,493,475.28,8,GAL,0
1,0,50.0013,399.8,508,484.68,8,SBU,0
1,0,50.0051,399.03,496,475.16,8,TGM,0
1,0,50.0058,400.46,505,484.8,8,CRN,0
1,0,49.998,399.27,505,484.8,8,PFR,0
1,0,49.9944,399.8,487,464.52,8,VID,0
1,0,49.9931,400.69,508,491.68,8,BCN,0
1,0,50.0042,400.94,490,470.4,8,BRZ,0
1,0,49.9973,399.9,510,492.6,8,ISN,0
1,0,50.007,399.71,494,469.24,8,TRC,0
1,0,50.003,399.08,500,482.0,8,ARD,0
1,0,50.0043,399.73,499,483.04,8,IAS,0
1,0,50.0082,399.34,507,489.72,8,BMR,0
1,0,50.0074,399.48,495,476.2,8,ALB,0
1,0,49.9932,399.84,506,485.76,8,TLC,0
1,0,49.9923,399.13,485,460.6,8,TGJ,0
1,0,49.9929,400.64,485,465.6,9,BUC,0
1,0,50.0032,399.58,513,492.48,9,CLJ,0
1,0,50.0036,399.29,486,463.56,9,SUC,0
1,0,49.9917,399.59,509,490.64,9,CST,0
1,0,50.0038,400.46,495,470.2,9,TMS,0
1,0,49.9927,399.86,499,481.04,9,PLO,0
1,0,49.9988,399.33,486,462.56,9,CRV,0
1,0,49.9968,400.95,493,474.28,9,BRL,0
1,0,50.0005,400.66,503,481.88,9,BIS,0
1,0,49.995,400.92,485,462.6,9,ORD,0
1,0,50.0059,399.54,496,479.16,9,PIT,0
1,0,50.0084,400.34,495,479.2,9,BCU,0
1,0,50.0022,400.26,500,476.0,9,SLT,0
1,0,50.0059,399.01,490,470.4,9,DRO,0
1,0,50.0076,399.23,510,484.6,9,CAL,0
1,0,49.9946,400.78,487,468.52,9,GAL,0
1,0,49.9955,400.01,510,491.6,9,SBU,0
1,0,50.0049,400.21,490,466.4,9,TGM,0
1,0,49.9901,400.05,492,471.32,9,CRN,0
1,0,50.0019,400.55,505,479.8,9,PFR,0
1,0,49.9958,399.52,500,482.0,9,VID,0
1,0,50.0015,400.23,514,497.44,9,BCN,0
1,0,50.0059,400.92,496,471.16,9,BRZ,0
1,0,50.0048,399.06,494,474.24,9,ISN,0
1,0,50.0046,399.36,497,476.12,9,TRC,0
1,0,50.0042,399.59,500,475.0,9,ARD,0
1,0,50.0062,399.51,514,488.44,9,IAS,0
1,0,50.0083,400.25,486,469.56,9,BMR,0
1,0,49.9904,399.79,506,484.76,9,ALB,0
1,0,49.9926,400.63,511,488.56,9,TLC,0
1,0,49.9972,400.37,485,466.6,9,TGJ,0
1,0,49.9998,400.95,503,477.88,10,BUC,0
1,0,50.0017,399.39,499,477.04,10,CLJ,0
1,0,49.9907,400.29,508,491.68,10,SUC,0
1,0,49.9908,400.01,514,492.44,10,CST,0
1,0,50.0057,399.79,511,494.56,10,TMS,0
1,0,49.9969,399.79,490,465.4,10,PLO,0
1,0,50.0079,399.12,513,492.48,10,CRV,0
1,0,49.9992,400.74,500,484.0,10,BRL,0
1,0,49.9945,399.23,491,468.36,10,BIS,0
1,0,49.9951,399.88,497,481.12,10,ORD,0
1,0,50.0049,400.78,486,466.56,10,PIT,0
1,0,50.0052,399.03,486,470.56,10,BCU,0
1,0,49.9995,399.65,490,472.4,10,SLT,0
1,0,50.0079,400.58,508,490.68,10,DRO,0
1,0,50.0054,399.28,512,490.52,10,CAL,0
1,0,49.994,400.67,510,484.6,10,GAL,0
1,0,49.9923,400.25,494,474.24,10,SBU,0
1,0,49.9932,400.39,504,478.84,10,TGM,0
1,0,50.0059,399.58,512,487.52,10,CRN,0
1,0,50.0008,400.63,508,491.68,10,PFR,0
1,0,50.002,399.05,504,484.84,10,VID,0
1,0,49.995,399.97,485,460.6,10,BCN,0
1,0,50.0079,400.35,500,483.0,10,BRZ,0
1,0,49.9949,400.2,495,475.2,10,ISN,0
1,0,50.0039,400.68,488,467.48,10,TRC,0
1,0,50.0043,400.36,485,467.6,10,ARD,0
1,0,50.0003,400.35,513,489.48,10,IAS,0
1,0,50.0076,400.65,505,486.8,10,BMR,0
1,0,50.0084,400.76,487,464.52,10,ALB,0
1,0,50.0021,400.08,497,477.12,10,TLC,0
1,0,49.996,400.36,486,462.56,10,TGJ,0
1,0,49.9992,400.16,500,476.0,11,BUC,0
1,0,49.9978,400.56,487,462.52,11,CLJ,0
1,0,49.9959,400.41,495,479.2,11,SUC,0
1,0,49.9941,399.42,498,481.08,11,CST,0
1,0,49.9973,400.54,501,480.96,11,TMS,0
1,0,50.004,399.31,504,486.84,11,PLO,0
1,0,50.0051,400.29,494,473.24,11,CRV,0
1,0,49.9979,399.4,506,480.76,11,BRL,0
1,0,49.9929,400.6,492,476.32,11,BIS,0
1,0,50.0004,400.79,489,472.44,11,ORD,0
1,0,49.9973,399.16,501,478.96,11,PIT,0
1,0,49.9993,399.4,496,472.16,11,BCU,0
1,0,50.0076,400.75,501,480.96,11,SLT,0
1,0,49.9924,400.46,488,472.48,11,DRO,0
1,0,50.0033,400.58,514,490.44,11,CAL,0
1,0,49.9962,399.64,491,469.36,11,GAL,0
1,0,50.0001,399.55,508,489.68,11,SBU,0
1,0,50.003,400.92,496,471.16,11,TGM,0
1,0,49.9965,400.07,504,480.84,11,CRN,0
1,0,50.0066,399.57,513,487.48,11,PFR,0
1,0,49.996,400.93,492,476.32,11,VID,0
1,0,49.999,399.91,503,478.88,11,BCN,0
1,0,50.0001,399.62,496,480.16,11,BRZ,0
1,0,49.9999,400.34,492,475.32,11,ISN,0
1,0,50.0023,399.45,494,475.24,11,TRC,0
1,0,50.0011,399.03,504,486.84,11,ARD,0
1,0,49.999,399.01,512,492.52,11,IAS,0
1,0,49.9935,400.27,508,490.68,11,BMR,0
1,0,50.0059,399.86,492,470.32,11,ALB,0
1,0,49.9938,400.87,501,480.96,11,TLC,0
1,0,49.9932,399.49,494,474.24,11,TGJ,0
1,0,50.0045,399.62,511,488.56,12,BUC,0
1,0,49.9979,400.68,495,471.2,12,CLJ,0
1,0,50.0072,399.37,488,467.48,12,SUC,0
1,0,49.9948,399.87,489,465.44,12,CST,0
1,0,50.0056,400.44,511,488.56,12,TMS,0
1,0,50.006,399.17,489,468.44,12,PLO,0
1,0,49.9959,400.49,510,493.6,12,CRV,0
1,0,49.9958,399.9,492,467.32,12,BRL,0
1,0,49.9947,399.92,498,480.08,12,BIS,0
1,0,49.9953,400.28,500,483.0,12,ORD,0
1,0,50.0076,399.59,512,486.52,12,PIT,0
1,0,49.9952,399.94,487,471.52,12,BCU,0
1,0,50.0092,400.88,508,490.68,12,SLT,0
1,0,50.0047,399.59,514,491.44,12,DRO,0
1,0,50.0038,399.9,511,488.56,12,CAL,0
1,0,49.9989,399.82,495,477.2,12,GAL,0
1,0,49.9964,400.74,511,487.56,12,SBU,0
1,0,49.993,400.33,506,487.76,12,TGM,0
1,0,49.9918,399.72,508,488.68,12,CRN,0
1,0,50.0065,400.73,485,465.6,12,PFR,0
1,0,50.0019,400.78,509,486.64,12,VID,0
1,0,49.9969,399.45,506,485.76,12,BCN,0
1,0,50.0059,400.68,491,470.36,12,BRZ,0
1,0,50.0046,399.11,495,479.2,12,ISN,0
1,0,49.9932,399.38,485,469.6,12,TRC,0
1,0,49.9931,400.94,506,487.76,12,ARD,0
1,0,49.9987,400.63,511,488.56,12,IAS,0
1,0,50.0063,399.76,507,487.72,12,BMR,0
1,0,49.995,399.69,508,483.68,12,ALB,0
1,0,49.9962,400.44,502,481.92,12,TLC,0
1,0,50.0052,399.4,489,469.44,12,TGJ,0
1,0,50.0071,399.35,489,467.44,13,BUC,0
1,0,49.994,399.79,488,463.48,13,CLJ,0
1,0,49.9932,399.36,512,495.52,13,SUC,0
1,0,50.0016,400.68,496,473.16,13,CST,0
1,0,49.9915,399.65,497,472.12,13,TMS,0
1,0,50.0018,400.84,491,468.36,13,PLO,0
1,0,49.9993,399.23,496,479.16,13,CRV,0
1,0,50.0021,399.31,511,487.56,13,BRL,0
1,0,49.9944,400.04,492,475.32,13,BIS,0
1,0,49.9932,399.05,506,489.76,13,ORD,0
1,0,50.0023,400.79,500,477.0,13,PIT,0
1,0,50.0084,400.28,486,470.56,13,BCU,0
1,0,50.0083,400.32,508,484.68,13,SLT,0
1,0,50.009,400.32,496,473.16,13,DRO,0
1,0,49.9938,400.99,492,474.32,13,CAL,0
1,0,50.0068,399.71,500,479.0,13,GAL,0
1,0,49.9901,400.23,498,481.08,13,SBU,0
1,0,50.0077,400.54,510,487.6,13,TGM,0
1,0,49.993,399.7,507,481.72,13,CRN,0
1,0,50.0,399.26,493,471.28,13,PFR,0
1,0,49.9934,400.21,486,466.56,13,VID,0
1,0,49.9974,399.12,495,473.2,13,BCN,0
1,0,50.0007,400.04,509,483.64,13,BRZ,0
1,0,50.0089,399.09,505,483.8,13,ISN,0
1,0,49.993,399.74,506,481.76,13,TRC,0
1,0,50.0089,399.31,489,472.44,13,ARD,0
1,0,49.994,400.19,510,485.6,13,IAS,0
1,0,49.9972,401.0,513,495.48,13,BMR,0
1,0,49.9932,399.93,504,486.84,13,ALB,0
1,0,50.0062,400.77,500,477.0,13,TLC,0
1,0,49.9902,400.56,503,481.88,13,TGJ,0
1,0,49.9971,399.96,489,467.44,14,BUC,0
1,0,49.9915,399.82,509,489.64,14,CLJ,0
1,0,50.0039,399.66,491,468.36,14,SUC,0
1,0,50.01,399.39,496,479.16,14,CST,0
1,0,50.0099,400.59,486,463.56,14,TMS,0
1,0,50.0015,399.89,507,489.72,14,PLO,0
1,0,49.9919,400.18,499,481.04,14,CRV,0
1,0,49.9952,399.83,514,497.44,14,BRL,0
1,0,49.9902,400.45,507,483.72,14,BIS,0
1,0,50.006,399.36,501,479.96,14,ORD,0
1,0,49.9915,400.29,492,475.32,14,PIT,0
1,0,49.9968,399.18,494,469.24,14,BCU,0
1,0,49.9922,399.68,485,462.6,14,SLT,0
1,0,50.0099,399.17,513,495.48,14,DRO,0
1,0,50.0067,399.79,487,464.52,14,CAL,0
1,0,50.0065,400.47,498,480.08,14,GAL,0
1,0,49.9926,400.23,500,475.0,14,SBU,0
1,0,50.0098,399.32,492,471.32,14,TGM,0
1,0,50.0045,400.78,502,485.92,14,CRN,0
1,0,49.9992,399.01,503,480.88,14,PFR,0
1,0,50.003,400.4,499,480.04,14,VID,0
1,0,50.0071,399.94,509,492.64,14,BCN,0
1,0,49.9971,399.02,495,473.2,14,BRZ,0
1,0,50.0082,400.01,505,479.8,14,ISN,0
1,0,49.9951,400.55,508,490.68,14,TRC,0
1,0,49.9987,400.42,511,494.56,14,ARD,0
1,0,49.9977,399.33,498,482.08,14,IAS,0
1,0,49.9973,399.82,485,464.6,14,BMR,0
1,0,50.0022,399.15,499,481.04,14,ALB,0
1,0,49.9934,400.6,514,494.44,14,TLC,0
1,0,50.0092,400.43,512,493.52,14,TGJ,0
1,0,50.0,400.43,501,484.96,15,BUC,0
1,0,50.0036,400.16,503,482.88,15,CLJ,0
1,0,49.998,399.88,514,488.44,15,SUC,0
1,0,50.0056,400.98,495,471.2,15,CST,0
1,0,50.0023,400.82,486,462.56,15,TMS,0
1,0,49.9941,400.03,507,484.72,15,PLO,0
1,0,49.9915,399.46,486,469.56,15,CRV,0
1,0,50.0012,399.53,485,464.6,15,BRL,0
1,0,50.0009,400.42,494,470.24,15,BIS,0
1,0,49.9973,399.01,491,475.36,15,ORD,0
1,0,49.9952,399.21,510,489.6,15,PIT,0
1,0,49.9919,399.8,507,490.72,15,BCU,0
1,0,49.9925,399.3,492,476.32,15,SLT,0
1,0,49.9925,399.05,499,474.04,15,DRO,0
1,0,49.9907,399.74,502,482.92,15,CAL,0
1,0,49.9955,399.56,491,473.36,15,GAL,0
1,0,50.0001,399.07,490,465.4,15,SBU,0
1,0,50.0077,400.86,485,460.6,15,TGM,0
1,0,50.0069,400.47,496,475.16,15,CRN,0
1,0,50.0044,399.38,485,466.6,15,PFR,0
1,0,50.0003,400.29,496,472.16,15,VID,0
1,0,49.9995,399.82,489,473.44,15,BCN,0
1,0,50.0006,400.89,489,466.44,15,BRZ,0
1,0,50.007,399.54,499,482.04,15,ISN,0
1,0,50.003,399.16,513,493.48,15,TRC,0
1,0,50.0034,400.89,486,468.56,15,ARD,0
1,0,49.9916,400.02,491,474.36,15,IAS,0
1,0,50.004,400.11,510,486.6,15,BMR,0
1,0,50.0097,399.76,487,471.52,15,ALB,0
1,0,50.0098,399.39,504,482.84,15,TLC,0
1,0,49.9942,400.11,500,481.0,15,TGJ,0
1,0,49.9913,399.8,499,483.04,16,BUC,0
1,0,50.0075,399.77,491,469.36,16,CLJ,0
1,0,50.009,399.47,508,483.68,16,SUC,0
1,0,49.9935,399.7,507,483.72,16,CST,0
1,0,49.9941,399.02,504,481.84,16,TMS,0
1,0,49.997,399.38,485,467.6,16,PLO,0
1,0,49.9902,399.44,504,487.84,16,CRV,0
1,0,49.9994,400.82,494,477.24,16,BRL,0
1,0,49.9951,400.04,499,479.04,16,BIS,0
1,0,49.9993,399.08,490,466.4,16,ORD,0
1,0,49.9944,399.31,487,463.52,16,PIT,0
1,0,50.0074,400.47,490,472.4,16,BCU,0
1,0,49.9993,399.25,508,484.68,16,SLT,0
1,0,50.0009,400.97,498,480.08,16,DRO,0
1,0,49.9941,399.11,511,488.56,16,CAL,0
1,0,49.9977,399.6,509,489.64,16,GAL,0
1,0,49.9997,399.83,513,491.48,16,SBU,0
1,0,49.9946,399.55,491,466.36,16,TGM,0
1,0,50.0026,399.92,499,480.04,16,CRN,0
